חותמת זמן,מגדר,גיל,רמת ההשכלה,מגורים ,מהו הלאום אלו אתה משתייכ/ת,מהי רמת אמונתך,מהו המצב המשפחתי הנוכחי שלך ,מספר ילדים הנוכחי,מהו מצב התעסוקתי הנוכחי שלך ,בכמה מקומות עבודה שונים הועסקת בעשר השנים האחרונות,האם ביצעת שינוי תעסוקתי במהלך שנות עבודתך,איזו מהאפשרויות הבאות מתארות את מצב תעסוקתך לפני השינוי התעסוקתי ,לפני ביצוע השינוי התעסוקתי כמה שנים עסקת ברצף במקצועך הקודם,מה היה מצבך המשפחתי לפני השינוי התעסוקתי,מספר ילדים  לפני השינוי התעסקותי,מה היו הגורמים לשינוי התעסוקתי  (ניתן לסמן 2 תשובות עיקריות),באיזה גיל ביצעת את השינוי התעסוקתי ,האם השינוי התבצע בתוך הארגון או מחוצה לו ,האם השינוי התעסוקתי הוא לתחום אחר במהותו או באותו תחום בתפקיד אחר? ,האם לביצוע השינוי הזדקקת להכשרה כלשהיא במידה וכן לאיזו הכשרה  ,מה הייתה מידת התמיכה המשפחתית בשינוי ,מהי מידת שביעות הרצון שלך מהשינוי התעסוקתי ,האם בעקבות השינוי התעסוקתי אתה מרגיש בטחון תעסוקתי יותר מלפניו,האם רמת החיים שלך השתנתה בעקבות השינוי ,בכמה השתנתה הכנסתך בעקבות השינוי התעסוקתי ,האם את/ה רוצה בעתיד לעשות שינוי תעסוקתי ,מהם החסמים  שמונעים ממך לעשות את השינוי כעת (ניתן לסמן 2 תשובות עיקריות),,
,נקבה,50-59,לימודי תעודה,תל אביב וגוש דן,יהודי,מסורתי,נשוי/אה / בזוגיות,2,שכיר משרה מלאה,1,כן,עבודה במשרה מלאה,10-15,נשוי/נשואה / בזוגיות,2,מימוש פוטנציאל,35-43,מחוץ לארגון,תחום אחר אך באותו ענף,לא נדרשתי,במידה רבה מאוד,מרוצה,במידה רבה,נשארה כפי שהייתה,במידה רבה (בין 20%-30%),,,,
,נקבה,24-34,תואר ראשון,אזור שפלה,יהודי,מסורתי,נשוי/אה / בזוגיות,2,שכיר משרה מלאה,2,כן,עבודה במשרה מלאה,5-10,נשוי/נשואה / בזוגיות,0,מצב בריאותי,24-34,מחוץ לארגון,תחום אחר אך באותו ענף,חפיפה,במידה סבירה,מרוצה,באותה מידה,נשארה כפי שהייתה,לא השתנתה,,,,
,זכר,44-49,לימודי תעודה,אזור הדרום,יהודי,חילוני,נשוי/אה / בזוגיות,4,שכיר משרה מלאה,2,כן,עצמאי,10-15,נשוי/נשואה / בזוגיות,4,"מניעים כלכליים, שחיקה",35-43,מחוץ לארגון,תחום אחר לגמרי,חפיפה,במידה רבה מאוד,מרוצה מאוד,במידה רבה מאוד,נשארה כפי שהייתה,לא השתנתה,,,,
,נקבה,35-43,תואר ראשון,אזור שפלה,יהודי,מסורתי,נשוי/אה / בזוגיות,4,שכיר משרה מלאה,3,לא,,,,,,,,,,,,,,,כן,"מניעים כלכליים, משפחה",,
,נקבה,67 ומעלה,תואר ראשון,אזור הדרום,יהודי,דתי,אלמן/ה,4,בבית - טיפול במשפחה,1,כן,עבודה במשרה מלאה,15 ויותר,נשוי/נשואה / בזוגיות,4,"שחיקה, פרישה מוקדמת",50-59,מחוץ לארגון,תחום אחר לגמרי,לא נדרשתי,במידה רבה מאוד,מרוצה,במידה רבה,נשארה כפי שהייתה,לא השתנתה,,,,
,נקבה,35-43,לימודי תעודה,אזור שפלה,יהודי,דתי,נשוי/אה / בזוגיות,4,שכיר משרה מלאה,3,כן,עבודה במשרה מלאה,1-5,נשוי/נשואה / בזוגיות,4,"מניעים כלכליים, מימוש פוטנציאל",35-43,מחוץ לארגון,תחום אחר לגמרי,קורס / הכשרה מקצועית,במידה רבה מאוד,מרוצה מאוד,במידה רבה מאוד,נשארה כפי שהייתה,לא השתנתה,,,,
,זכר,44-49,לימודי תעודה,אזור שפלה,יהודי,מסורתי,נשוי/אה / בזוגיות,2,שכיר משרה מלאה,1,לא,,,,,,,,,,,,,,,לא בטוח /מתלבט,"מניעים כלכליים, העדר השכלה מתאימה, זמן",,
,נקבה,24-34,תואר שני ומעלה,אזור הדרום,יהודי,מסורתי,נשוי/אה / בזוגיות,1,שכיר משרה מלאה,4,כן,עבודה במשרה מלאה,1-5,נשוי/נשואה / בזוגיות,1,"מניעים כלכליים, מימוש פוטנציאל",24-34,מחוץ לארגון,תחום אחר לגמרי,חפיפה,במידה רבה מאוד,מרוצה,באותה מידה,עלתה,במידה סבירה (בין 10%-20%),,,,
,נקבה,44-49,תואר ראשון,אזור שפלה,יהודי,חילוני,נשוי/אה / בזוגיות,3,שכיר משרה מלאה,1,כן,עבודה במשרה מלאה,1-5,נשוי/נשואה / בזוגיות,1,מימוש פוטנציאל,24-34,מחוץ לארגון,תחום אחר לגמרי,קורס / הכשרה מקצועית,במידה רבה מאוד,מרוצה מאוד,במידה רבה מאוד,עלתה,במידה רבה מאוד (מעל 40%),,,,
,נקבה,35-43,תואר ראשון,אזור הדרום,יהודי,מסורתי,גרוש/ה / פרוד/ה,3,שכיר משרה מלאה,1,לא,,,,,,,,,,,,,,,לא,אין,,
,נקבה,50-59,השכלה תיכונית ומטה,אזור הדרום,יהודי,מסורתי,רווק/ה,0,שכיר משרה מלאה,1,כן,עבודה במשרה מלאה,5-10,רווק/ה,0,מניעים כלכליים,35-43,בתוך הארגון,אותו תחום תפקיד אחר,חפיפה,במידה סבירה,מרוצה,באותה מידה,נשארה כפי שהייתה,לא השתנתה,,,,
,נקבה,35-43,לימודי תעודה,אזור הדרום,יהודי,מסורתי,נשוי/אה / בזוגיות,3,שכיר משרה מלאה,2,לא,,,,,,,,,,,,,,,כן,פחד משינוי,,
,נקבה,67 ומעלה,לימודי תעודה,אזור הדרום,יהודי,דתי,אלמן/ה,4,בבית - טיפול במשפחה,2,כן,עבודה במשרה חלקית,5-10,אלמן/ה,4,"שחיקה, מימוש פוטנציאל",60-67,מחוץ לארגון,אותו תחום תפקיד אחר,לא נדרשתי,במידה רבה מאוד,מרוצה מאוד,במידה רבה מאוד,נשארה כפי שהייתה,לא השתנתה,,,,
,נקבה,35-43,לימודי תעודה,אזור שפלה,יהודי,מסורתי,נשוי/אה / בזוגיות,3,שכיר משרה מלאה,2,כן,עבודה במשרה מלאה,10-15,נשוי/נשואה / בזוגיות,3,שחיקה,24-34,מחוץ לארגון,אותו תחום תפקיד אחר,חפיפה,במידה רבה מאוד,מרוצה מאוד,במידה רבה,נשארה כפי שהייתה,במידה סבירה (בין 10%-20%),,,,
,נקבה,44-49,תואר ראשון,אזור שפלה,יהודי,מסורתי,גרוש/ה / פרוד/ה,3,שכיר משרה מלאה,1,לא,,,,,,,,,,,,,,,כן,מניעים כלכליים,,
,נקבה,50-59,תואר ראשון,אזור השרון,יהודי,דתי,נשוי/אה / בזוגיות,1,שכיר משרה מלאה,2,כן,עבודה במשרה מלאה,5-10,רווק/ה,1,מימוש פוטנציאל,44-49,מחוץ לארגון,תחום אחר לגמרי,קורס / הכשרה מקצועית,במידה רבה מאוד,מרוצה מאוד,במידה רבה מאוד,נשארה כפי שהייתה,במידה סבירה (בין 10%-20%),,,,
,זכר,44-49,תואר שני ומעלה,אזור שפלה,יהודי,מסורתי,נשוי/אה / בזוגיות,4,שכיר משרה מלאה,1,לא,,,,,,,,,,,,,,,לא,אין,,
,נקבה,44-49,תואר ראשון,אזור הדרום,יהודי,מסורתי,רווק/ה,1,שכיר משרה מלאה,3,לא,,,,,,,,,,,,,,,לא בטוח /מתלבט,"מניעים כלכליים, משפחה",,
,נקבה,60-67,לימודי תעודה,אזור הדרום,יהודי,מסורתי,נשוי/אה / בזוגיות,3,בבית - טיפול במשפחה,1,כן,עבודה במשרה חלקית,15 ויותר,נשוי/נשואה / בזוגיות,3,פרישה מוקדמת,60-67,בתוך הארגון,אותו תחום תפקיד אחר,לא נדרשתי,במידה סבירה,מרוצה מאוד,באותה מידה,עלתה,ירדה,,,,
,נקבה,35-43,תואר שני ומעלה,אזור הדרום,יהודי,חילוני,נשוי/אה / בזוגיות,1,עצמאי,1,כן,עבודה במשרה מלאה,15 ויותר,נשוי/נשואה / בזוגיות,1,"שחיקה, מימוש פוטנציאל",35-43,מחוץ לארגון,אותו תחום תפקיד אחר,לא נדרשתי,במידה רבה מאוד,מרוצה מאוד,במידה פחותה,נשארה כפי שהייתה,במידה סבירה (בין 10%-20%),,,,
,נקבה,60-67,לימודי תעודה,אזור שפלה,יהודי,דתי,נשוי/אה / בזוגיות,1,שכיר משרה מלאה,2,כן,עבודה במשרה מלאה,5-10,נשוי/נשואה / בזוגיות,1,שחיקה,50-59,מחוץ לארגון,תחום אחר לגמרי,חפיפה,במידה רבה מאוד,מרוצה מאוד,באותה מידה,נשארה כפי שהייתה,במידה רבה מאוד (מעל 40%),,,,
,נקבה,35-43,תואר ראשון,אזור שפלה,יהודי,חילוני,גרוש/ה / פרוד/ה,2,שכיר משרה מלאה,1,כן,עבודה במשרה מלאה,5-10,נשוי/נשואה / בזוגיות,2,"אתגר, שחיקה",35-43,בתוך הארגון,תחום אחר אך באותו ענף,לא נדרשתי,במידה רבה מאוד,מרוצה מאוד,במידה רבה,נשארה כפי שהייתה,לא השתנתה,,,,
,נקבה,35-43,תואר שני ומעלה,אזור הדרום,יהודי,מסורתי,נשוי/אה / בזוגיות,3,שכיר משרה מלאה,3,כן,עבודה במשרה מלאה,10-15,נשוי/נשואה / בזוגיות,3,"שחיקה, מימוש פוטנציאל",35-43,מחוץ לארגון,תחום אחר לגמרי,קורס / הכשרה מקצועית,במידה רבה מאוד,מרוצה,באותה מידה,נשארה כפי שהייתה,במידה סבירה (בין 10%-20%),,,,
,נקבה,50-59,תואר ראשון,אזור הדרום,יהודי,דתי,נשוי/אה / בזוגיות,3,שכיר משרה מלאה,1,לא,,,,,,,,,,,,,,,לא,מניעים כלכליים,,
,נקבה,24-34,תואר שני ומעלה,חיפה צפון,יהודי,חילוני,רווק/ה,0,שכיר משרה מלאה,1,לא,,,,,,,,,,,,,,,לא,אין,,
,נקבה,35-43,תואר ראשון,אזור הדרום,יהודי,דתי,נשוי/אה / בזוגיות,4,שכיר משרה מלאה,1,לא,,,,,,,,,,,,,,,כן,פחד משינוי,,
,נקבה,44-49,תואר ראשון,ירושלים והסביבה,יהודי,דתי מאוד,נשוי/אה / בזוגיות,4,"אבטלה זמנית / חל""ת (בין עבודות )",1,כן,עבודה במשרה חלקית,5-10,נשוי/נשואה / בזוגיות,4,"מניעים כלכליים, מימוש פוטנציאל",35-43,בתוך הארגון,אותו תחום תפקיד ניהולי,קורס / הכשרה מקצועית,במידה רבה,מרוצה מאוד,במידה רבה,עלתה,במידה רבה (בין 20%-30%),,,,
,נקבה,35-43,לימודי תעודה,אזור הדרום,יהודי,מסורתי,נשוי/אה / בזוגיות,2,שכיר משרה מלאה,2,כן,עבודה במשרה מלאה,1-5,נשוי/נשואה / בזוגיות,2,"מניעים כלכליים, מימוש פוטנציאל",35-43,מחוץ לארגון,תחום אחר לגמרי,חפיפה,במידה סבירה,מרוצה,במידה רבה,נשארה כפי שהייתה,במידה סבירה (בין 10%-20%),,,,
,נקבה,67 ומעלה,תואר ראשון,אזור הדרום,יהודי,דתי,אלמן/ה,4,בבית - טיפול במשפחה,1,כן,עבודה במשרה מלאה,15 ויותר,נשוי/נשואה / בזוגיות,4,מימוש פוטנציאל,35-43,בתוך הארגון,תחום אחר לגמרי,קורס / הכשרה מקצועית,במידה רבה מאוד,מרוצה מאוד,באותה מידה,עלתה,במידה סבירה (בין 10%-20%),,,,
,נקבה,50-59,תואר שני ומעלה,ירושלים והסביבה,לא יהודי,חילוני,נשוי/אה / בזוגיות,1,שכיר משרה מלאה,1,לא,,,,,,,,,,,,,,,לא,אין,,
,נקבה,50-59,תואר שני ומעלה,ירושלים והסביבה,לא יהודי,חילוני,נשוי/אה / בזוגיות,1,שכיר משרה מלאה,1,לא,,,,,,,,,,,,,,,לא,אין,,
,זכר,35-43,תואר ראשון,תל אביב וגוש דן,יהודי,חילוני,נשוי/אה / בזוגיות,0,שכיר משרה מלאה,3,כן,עבודה במשרה מלאה,1-5,רווק/ה,0,מימוש פוטנציאל,24-34,בתוך הארגון,תחום אחר אך באותו ענף,קורס / הכשרה מקצועית,במידה רבה מאוד,מרוצה,במידה רבה,עלתה,במידה רבה (בין 20%-30%),,,,
,נקבה,50-59,תואר שני ומעלה,אזור הדרום,יהודי,דתי מאוד,נשוי/אה / בזוגיות,3,שכיר משרה מלאה,2,כן,עבודה במשרה מלאה,1-5,נשוי/נשואה / בזוגיות,3,"מניעים כלכליים, אתגר",44-49,מחוץ לארגון,תחום אחר לגמרי,תואר,במידה רבה מאוד,מרוצה מאוד,במידה רבה מאוד,עלתה,במידה רבה (בין 20%-30%),,,,
,נקבה,35-43,לימודי תעודה,אזור הדרום,יהודי,חילוני,נשוי/אה / בזוגיות,2,שכיר משרה מלאה,2,כן,עבודה במשרה מלאה,10-15,נשוי/נשואה / בזוגיות,1,"מניעים כלכליים, מימוש פוטנציאל",24-34,מחוץ לארגון,תחום אחר לגמרי,חפיפה,במידה רבה,מרוצה,במידה רבה,עלתה,במידה רבה (בין 20%-30%),,,,
,נקבה,35-43,תואר ראשון,תל אביב וגוש דן,יהודי,מסורתי,נשוי/אה / בזוגיות,2,שכיר משרה מלאה,3,כן,עבודה במשרה מלאה,1-5,רווק/ה,0,"מניעים כלכליים, שחיקה",24-34,מחוץ לארגון,תחום אחר לגמרי,לא נדרשתי,במידה רבה מאוד,מרוצה מאוד,במידה רבה מאוד,עלתה,במידה רבה מאוד (מעל 40%),,,,
,נקבה,35-43,תואר ראשון,אזור שפלה,יהודי,מסורתי,נשוי/אה / בזוגיות,4,שכיר משרה מלאה,1,לא,,,,,,,,,,,,,,,לא בטוח /מתלבט,"זמן, פחד משינוי",,
,נקבה,50-59,לימודי תעודה,אזור הדרום,יהודי,מסורתי,נשוי/אה / בזוגיות,3,שכיר משרה מלאה,1,לא,,,,,,,,,,,,,,,כן,פחד משינוי,,
,זכר,35-43,תואר ראשון,אזור הדרום,יהודי,חילוני,גרוש/ה / פרוד/ה,2,שכיר משרה מלאה,3,כן,עבודה במשרה מלאה,5-10,נשוי/נשואה / בזוגיות,2,מימוש פוטנציאל,35-43,מחוץ לארגון,תחום אחר לגמרי,תואר,במידה סבירה,מרוצה מאוד,במידה רבה מאוד,עלתה,במידה סבירה (בין 10%-20%),,,,
,נקבה,44-49,תואר ראשון,אזור הדרום,יהודי,דתי,נשוי/אה / בזוגיות,4,שכיר משרה מלאה,2,כן,עבודה במשרה מלאה,15 ויותר,נשוי/נשואה / בזוגיות,4,מימוש פוטנציאל,44-49,מחוץ לארגון,תחום אחר לגמרי,תואר,במידה רבה מאוד,מרוצה מאוד,במידה רבה מאוד,עלתה,במידה רבה מאוד (מעל 40%),,,,
,נקבה,24-34,תואר ראשון,אזור הדרום,יהודי,מסורתי,נשוי/אה / בזוגיות,1,"אבטלה זמנית / חל""ת (בין עבודות )",3,כן,עבודה במשרה חלקית,1-5,רווק/ה,0,"מניעים כלכליים, אתגר, מימוש פוטנציאל",24-34,מחוץ לארגון,תחום אחר לגמרי,תואר,במידה רבה מאוד,מרוצה,במידה רבה,נשארה כפי שהייתה,במידה רבה (בין 20%-30%),,,,
,נקבה,35-43,תואר שני ומעלה,אזור שפלה,יהודי,חילוני,נשוי/אה / בזוגיות,2,עצמאי,2,כן,עבודה במשרה מלאה,5-10,נשוי/נשואה / בזוגיות,2,"מימוש פוטנציאל, מצב בריאותי",35-43,מחוץ לארגון,תחום אחר לגמרי,קורס / הכשרה מקצועית,במידה רבה מאוד,מרוצה מאוד,במידה רבה,עלתה,לא השתנתה,,,,
,זכר,24-34,תואר ראשון,אזור הדרום,יהודי,דתי,רווק/ה,0,שכיר משרה מלאה,1,לא,,,,,,,,,,,,,,,כן,"מניעים כלכליים, פחד משינוי",,
,נקבה,24-34,תואר ראשון,אזור השרון,יהודי,חילוני,נשוי/אה / בזוגיות,2,שכיר משרה מלאה,2,כן,עבודה במשרה מלאה,1-5,נשוי/נשואה / בזוגיות,1,"מניעים כלכליים, אתגר, שחיקה",24-34,בתוך הארגון,אותו תחום תפקיד אחר,קורס / הכשרה מקצועית,במידה רבה מאוד,מרוצה,באותה מידה,עלתה,ירדה,,,,
,זכר,35-43,תואר ראשון,אזור הדרום,יהודי,חילוני,נשוי/אה / בזוגיות,2,שכיר משרה מלאה,1,כן,עבודה במשרה מלאה,1-5,רווק/ה,0,"אתגר, מימוש פוטנציאל",24-34,בתוך הארגון,אותו תחום תפקיד ניהולי,קורס / הכשרה מקצועית,במידה רבה מאוד,מרוצה מאוד,באותה מידה,נשארה כפי שהייתה,במידה רבה (בין 20%-30%),,,,
,נקבה,44-49,השכלה תיכונית ומטה,ירושלים והסביבה,יהודי,דתי,נשוי/אה / בזוגיות,4,שכיר משרה מלאה,2,כן,"אבטלה זמנית חל""ת (בין עבודות)",1-5,נשוי/נשואה / בזוגיות,4,מניעים כלכליים,35-43,מחוץ לארגון,תחום אחר לגמרי,קורס / הכשרה מקצועית,במידה רבה,מרוצה,במידה רבה,עלתה,במידה סבירה (בין 10%-20%),,,,
,נקבה,24-34,השכלה תיכונית ומטה,אזור הדרום,יהודי,דתי,רווק/ה,0,"אבטלה זמנית / חל""ת (בין עבודות )",1,לא,,,,,,,,,,,,,,,לא,"זמן, מוטיבציה",,
,נקבה,44-49,תואר ראשון,אזור שפלה,יהודי,חילוני,נשוי/אה / בזוגיות,3,שכיר משרה מלאה,1,כן,עצמאי,5-10,נשוי/נשואה / בזוגיות,3,שחיקה,35-43,מחוץ לארגון,תחום אחר לגמרי,לא נדרשתי,במידה רבה מאוד,מרוצה מאוד,במידה רבה מאוד,נשארה כפי שהייתה,במידה רבה (בין 20%-30%),,,,
